"","BNP.PA.Open","BNP.PA.High","BNP.PA.Low","BNP.PA.Close","BNP.PA.Volume","BNP.PA.Adjusted"
"396",49.0950012207031,49.3950004577637,47.314998626709,47.7900009155273,5356223,34.4617004394531
"397",48.185001373291,48.9799995422363,47.6500015258789,48.6949996948242,3413038,35.1142997741699
"398",48.8199996948242,50.3400001525879,48.4150009155273,50.2299995422363,3378416,36.2211990356445
"399",50.4300003051758,51.060001373291,49.9749984741211,49.9799995422363,2795497,36.0409202575684
"400",50.3600006103516,51.0099983215332,50.0099983215332,50.5699996948242,2172496,36.4663734436035
"401",50.2999992370605,51.8300018310547,49.5950012207031,51.7099990844727,2908078,37.2884368896484
"402",51.4900016784668,51.4900016784668,50.5,51.2400016784668,2848419,36.949520111084
"403",51.5400009155273,51.75,50.8899993896484,51.1599998474121,2060979,36.8918304443359
"404",51.0499992370605,52.3600006103516,51,52.0699996948242,2685256,37.5480346679688
"405",53.0099983215332,53.1399993896484,51.2299995422363,51.4500007629395,4458532,37.1009521484375
"406",51.9700012207031,52.1699981689453,50.7700004577637,50.9500007629395,2599987,36.7403984069824
"407",51.6599998474121,51.8600006103516,50.7900009155273,51.4000015258789,2875971,37.0648994445801
"408",51.6800003051758,52.1500015258789,51.2200012207031,52.0099983215332,2506064,37.504768371582
"409",52.1100006103516,52.5200004577637,51.5400009155273,52.4099998474121,2298270,37.793212890625
"410",52.4000015258789,54.1699981689453,51.9799995422363,54,3701453,38.9397773742676
"411",54.1699981689453,54.25,53.6100006103516,54.2099990844727,1974824,39.0912017822266
"412",54.2000007629395,54.25,53.3800010681152,54.0200004577637,1890728,38.9541931152344
"413",54.2200012207031,54.9900016784668,53.8400001525879,54.7700004577637,2531344,39.4950294494629
"414",54.810001373291,54.8400001525879,54.2700004577637,54.3199996948242,2278648,39.1705284118652
"415",54.4000015258789,54.8600006103516,54.0800018310547,54.3800010681152,1742758,39.2137908935547
"416",53.8199996948242,54.3199996948242,53.5,53.8499984741211,2128681,38.8316040039062
"417",53.6300010681152,53.6300010681152,52.6199989318848,52.8600006103516,2849085,38.1177139282227
"418",52.7799987792969,53.3800010681152,52.2900009155273,53.3400001525879,2115489,38.4638404846191
"419",52.0999984741211,52.6399993896484,51.4300003051758,51.9099998474121,3477745,37.4326553344727
"420",51.8199996948242,52.1599998474121,51.4099998474121,52.0999984741211,2451722,37.5696716308594
"421",52.810001373291,52.939998626709,52.3899993896484,52.7099990844727,2377260,38.0095443725586
"422",53.0499992370605,53.1399993896484,52.4300003051758,53.0699996948242,2017813,38.2691459655762
"423",53.1500015258789,54.1699981689453,52.9300003051758,54.1500015258789,2308781,39.0479393005371
"424",53.9000015258789,54.1699981689453,53.4000015258789,53.6699981689453,2032561,38.7018051147461
"425",53.6300010681152,53.6599998474121,52.9000015258789,53.4599990844727,1772273,38.5503768920898
"426",53.560001373291,53.7400016784668,52.8199996948242,53,1632868,38.2186660766602
"427",52.9599990844727,53.75,52.8600006103516,53.7299995422363,3752715,38.7450752258301
"428",54.2400016784668,55.1500015258789,54.1300010681152,54.7999992370605,3468246,39.5166549682617
"429",54.7200012207031,54.8899993896484,54.1800003051758,54.7999992370605,2563213,39.5166549682617
"430",54.5299987792969,54.7000007629395,53.5999984741211,53.8699989318848,2247047,38.8460273742676
"431",53.8699989318848,54.3199996948242,53.7000007629395,54.1199989318848,1415624,39.0263061523438
"432",54.1100006103516,54.6599998474121,53.9599990844727,54.3300018310547,2128400,39.1777420043945
"433",54,54.0800018310547,53.060001373291,53.5,2849163,38.5792198181152
"434",53.310001373291,54.0200004577637,52.8199996948242,53.7400016784668,2585889,38.7522850036621
"435",53.5499992370605,54.0200004577637,52.5299987792969,52.8199996948242,2921666,38.0888595581055
"436",53.25,54.1800003051758,53.1699981689453,54.0200004577637,2742693,38.9541931152344
"437",53.7999992370605,54.1699981689453,53.060001373291,53.3899993896484,2609909,38.4998970031738
"438",53.3899993896484,54,53.189998626709,53.6300010681152,3737528,38.672966003418
"439",54,54.8699989318848,53.7900009155273,54.1599998474121,2654428,39.0551490783691
"440",54.5400009155273,54.810001373291,53.5400009155273,53.5400009155273,7193199,38.6080627441406
"441",52.3499984741211,52.4000015258789,50.4199981689453,51.1500015258789,6340308,36.8846206665039
"442",51.4300003051758,52.2599983215332,51.1399993896484,51.3600006103516,3559610,37.0360488891602
"443",52.3499984741211,53.3899993896484,52.1800003051758,53.1599998474121,3130687,38.3340454101562
"444",53.8800010681152,54.5299987792969,53.5900001525879,54.3600006103516,3271987,39.1993675231934
"445",54.4300003051758,54.8699989318848,53.9700012207031,54.7999992370605,2790943,39.5166549682617
"446",55.1500015258789,56.5,54.8199996948242,56.5,4142484,40.7425384521484
"447",55.2299995422363,55.5,54.4300003051758,54.8400001525879,6204607,40.6609802246094
"448",55.0699996948242,55.439998626709,54.25,55.2599983215332,3008697,40.9723892211914
"449",55.7200012207031,55.9599990844727,55.1100006103516,55.439998626709,4578672,41.1058464050293
"450",54.2299995422363,54.9900016784668,53.8800010681152,54.8899993896484,3262085,40.6980514526367
"451",54.8699989318848,55.2700004577637,54.060001373291,54.3699989318848,2174187,40.3125
"452",54.4500007629395,56.8800010681152,54.3300018310547,56.8800010681152,3433936,42.1735343933105
"453",56.6399993896484,56.8800010681152,55.4799995422363,56.2000007629395,3120919,41.6693458557129
"454",56.7999992370605,57.9199981689453,56.0299987792969,57.0900001525879,4022752,42.3292350769043
"455",56.9300003051758,57.4900016784668,56.8600006103516,57,2512322,42.2625045776367
"456",57,57.7799987792969,56.9599990844727,57.3300018310547,2173487,42.5071830749512
"457",56.5,57.2799987792969,56.2700004577637,57.189998626709,1991495,42.4033813476562
"458",57.0999984741211,57.2900009155273,55.8300018310547,56.3600006103516,2570059,41.7879791259766
"459",56.5299987792969,57.1500015258789,56.1300010681152,56.6300010681152,2301934,41.9881744384766
"460",57.1599998474121,58.4500007629395,57.1599998474121,57.75,3628158,42.8185920715332
"461",58,58.560001373291,57.75,58.0099983215332,2531950,43.0113677978516
"462",57.7400016784668,58.3300018310547,57.5299987792969,58.0999984741211,1632341,43.0780982971191
"463",58,58.4300003051758,57.4799995422363,58.1800003051758,1695609,43.1374206542969
"464",57.7799987792969,58.0299987792969,57.1699981689453,57.5900001525879,1632139,42.6999626159668
"465",57.5999984741211,58.1800003051758,57.3699989318848,57.7099990844727,1472117,42.788932800293
"466",57.75,58.689998626709,57.6500015258789,58.2099990844727,1791042,43.1596565246582
"467",58.1399993896484,58.5699996948242,57.7400016784668,58.1800003051758,1776944,43.1374206542969
"468",58.060001373291,58.3400001525879,57.2799987792969,57.8199996948242,1814428,42.8704948425293
"469",57.5999984741211,57.6100006103516,56.439998626709,57.4599990844727,2673923,42.603572845459
"470",57.4700012207031,58.5400009155273,57.1599998474121,57.9000015258789,3305280,42.9298095703125
"471",58.439998626709,59.8600006103516,58.4099998474121,59.6699981689453,2958593,44.2421684265137
"472",59.3899993896484,59.6199989318848,58.8300018310547,59.4300003051758,2436253,44.0642280578613
"473",59.2400016784668,59.9900016784668,58.9599990844727,59.8800010681152,2451496,44.397876739502
"474",60,60.6199989318848,58.4000015258789,59.0800018310547,3309849,43.8047218322754
"475",58.8499984741211,60.3899993896484,58.8199996948242,59.5099983215332,2996444,44.1235389709473
"476",59.5,60.2000007629395,59.2200012207031,59.3899993896484,2197950,44.0345649719238
"477",59.2000007629395,59.4300003051758,58.5800018310547,58.8699989318848,3114717,43.6490135192871
"478",58.8199996948242,59.6699981689453,58.8199996948242,59.2000007629395,2432574,43.8936920166016
"479",59.2900009155273,59.9000015258789,59.1500015258789,59.4799995422363,1924097,44.1012992858887
"480",59.310001373291,59.5400009155273,59.0099983215332,59.2700004577637,1781191,43.9455909729004
"481",58.9900016784668,62.5499992370605,58.7299995422363,61.2200012207031,4036684,45.391414642334
"482",61.4900016784668,61.6199989318848,60.1599998474121,60.2299995422363,2863609,44.6573829650879
"483",60.4000015258789,60.7000007629395,60.1699981689453,60.1800003051758,2305448,44.6203117370605
"484",60.060001373291,60.5,59.3300018310547,59.5200004577637,2823381,44.1309547424316
"485",59.9300003051758,60.0200004577637,56.7099990844727,57.7200012207031,6061153,42.7963523864746
"486",57.9500007629395,59.0200004577637,57.8699989318848,58.6399993896484,3210613,43.4784774780273
"487",58.4000015258789,59.2700004577637,57.939998626709,58.8899993896484,3422449,43.6638412475586
"488",59.1500015258789,59.6399993896484,58.5099983215332,58.5400009155273,2890182,43.4043388366699
"489",58.7999992370605,59.2900009155273,58.2700004577637,58.7299995422363,2252988,43.5452079772949
"490",56,56.6500015258789,54.4300003051758,55.2900009155273,6938262,40.99462890625
"491",56.0999984741211,56.4799995422363,55.2900009155273,55.3800010681152,4279493,41.0613632202148
"492",53.8899993896484,55.7999992370605,53.5099983215332,55.0800018310547,6784665,40.8389320373535
"493",55.5800018310547,56.939998626709,55.5099983215332,56.5900001525879,3981614,41.9585113525391
"494",55.9099998474121,56.7400016784668,55.7099990844727,56.4500007629395,3616387,41.8547096252441
"495",56.939998626709,57.0900001525879,55.6699981689453,56.1699981689453,3232309,41.6471061706543
"496",56.5200004577637,57.5200004577637,56.4700012207031,57.3400001525879,3317500,42.5145988464355
"497",57.7999992370605,58.5400009155273,57.4000015258789,58.2599983215332,3616051,43.1967277526855
"498",58.6100006103516,58.6699981689453,57.1800003051758,58.1300010681152,3158275,43.1003456115723
