"","AIR.PA.Open","AIR.PA.High","AIR.PA.Low","AIR.PA.Close","AIR.PA.Volume","AIR.PA.Adjusted"
"49",91.4199981689453,96.4100036621094,88.9400024414062,89.620002746582,4342684,83.7397918701172
"50",91.4800033569336,92.9400024414062,85.6500015258789,85.6999969482422,4037128,80.0769958496094
"51",77,80.75,70.8399963378906,71.3600006103516,6948250,66.6778869628906
"52",75,80.5400009155273,69.1699981689453,74.3300018310547,5478797,69.453010559082
"53",66.5699996948242,70.5199966430664,56.4000015258789,69,5587845,64.4727249145508
"54",71.3499984741211,72.3300018310547,60.0200004577637,63.0400009155273,4556332,58.9037780761719
"55",56.75,57.9799995422363,48.1199989318848,49.064998626709,7222873,45.8457145690918
"56",51.3400001525879,54.7900009155273,49.5900001525879,53.7299995422363,5948316,50.2046318054199
"57",63.6500015258789,68.0800018310547,59.560001373291,63.7799987792969,6513253,59.5952224731445
"58",60.4500007629395,64.9400024414062,54.560001373291,55,5709289,51.3913040161133
"59",60,60.3699989318848,54.4199981689453,55.9799995422363,5917619,52.306999206543
"60",60.3699989318848,61.4000015258789,52.8499984741211,60.0099983215332,6861866,56.0725860595703
"61",60,75.1900024414062,59,72.2900009155273,6003754,67.5468673706055
"62",72.2799987792969,74.7399978637695,65.0400009155273,68.1699981689453,4577544,63.6971893310547
"63",67.3099975585938,67.4000015258789,60.3699989318848,60.9300003051758,3942743,56.9322242736816
"64",63,64.6399993896484,59.3400001525879,59.3400001525879,4388129,55.4465446472168
"65",58,58.7999992370605,52.0999984741211,52.2000007629395,5473512,48.7750205993652
"66",54.7099990844727,54.9700012207031,50,50.2700004577637,4727133,46.9716529846191
"67",50.560001373291,51.9000015258789,49.5050010681152,49.5050010681152,3611057,46.2568473815918
"68",53.5499992370605,54.8899993896484,50.9099998474121,53.5299987792969,4536814,50.0177536010742
"69",57.3400001525879,59.7400016784668,56.3400001525879,57.0400009155273,4725986,53.2974548339844
"70",56.9000015258789,59.810001373291,54.6300010681152,59.810001373291,3689182,55.8857078552246
"71",62.5,63.2000007629395,57.1500015258789,61,5865210,56.9976272583008
"72",61.6599998474121,62.0299987792969,59.2099990844727,60,3251938,56.0632400512695
"73",61,61.2000007629395,54.5299987792969,54.7999992370605,3149765,51.2044258117676
"74",56.4900016784668,57,52.6199989318848,53.2000007629395,3224520,49.7094039916992
"75",58.5,58.7000007629395,55.1100006103516,56.7999992370605,4630925,53.0732002258301
"76",57.5499992370605,57.9799995422363,54.810001373291,55.6199989318848,2355583,51.9706230163574
"77",55.4000015258789,55.4000015258789,51.8699989318848,51.9599990844727,3277862,48.5507659912109
"78",52.5,53.7900009155273,51.7000007629395,53.5299987792969,2009235,50.0177536010742
"79",53.8600006103516,54.9199981689453,52.5499992370605,54.25,1805786,50.6905174255371
"80",53.5400009155273,53.6699981689453,52.0200004577637,52.3400001525879,2081357,48.905834197998
"81",52.9900016784668,53.2299995422363,50.1500015258789,51.0699996948242,3880637,47.7191619873047
"82",51.0699996948242,54.0999984741211,51.0699996948242,52.8800010681152,3707630,49.410400390625
"83",53.2000007629395,58.4599990844727,51.5999984741211,58.3899993896484,4838851,54.5588760375977
"84",60,65.2600021362305,57.0499992370605,57.8800010681152,5434805,54.0823364257812
"85",55,55.689998626709,52.7099990844727,55,3824066,51.3913040161133
"86",56.2700004577637,57.9000015258789,55.6800003051758,56.439998626709,2531046,52.7368202209473
"87",55.9000015258789,56.4000015258789,53.3600006103516,53.7000007629395,2373641,50.1766014099121
"88",53.7999992370605,56.1399993896484,52.8899993896484,55.75,1949715,52.0920906066895
"89",56.7799987792969,57.7400016784668,55.4099998474121,56.0699996948242,1293610,52.3910980224609
"90",56.5299987792969,56.6800003051758,53.4099998474121,54.5,2054691,50.9241104125977
"91",54.2999992370605,54.3699989318848,51.2200012207031,51.2200012207031,3642869,47.8593215942383
"92",51,51.5200004577637,49.1199989318848,49.5999984741211,3583071,46.3456115722656
"93",49.0499992370605,50.2299995422363,48.2099990844727,49.8800010681152,3419641,46.6072425842285
"94",50.1199989318848,50.9000015258789,48.6049995422363,49.310001373291,2592698,46.0746421813965
"95",50.0200004577637,55.3400001525879,49.810001373291,55.3400001525879,3792875,51.7089958190918
"96",56.3400001525879,57.189998626709,52.9799995422363,54.2299995422363,4179278,50.6718254089355
"97",53.8400001525879,55.0800018310547,51.5099983215332,55.0499992370605,2979573,51.4380187988281
"98",54.2999992370605,55.9000015258789,53.2900009155273,54.6500015258789,2440212,51.064266204834
"99",54,55.2799987792969,52.9199981689453,54.0400009155273,3006906,50.4942893981934
"100",54.9700012207031,58.8800010681152,54.5099983215332,58.6399993896484,3477619,54.7924728393555
"101",59.2700004577637,63.2799987792969,59.0999984741211,62.810001373291,5591691,58.6888656616211
"102",63.4900016784668,64.2699966430664,60.7200012207031,61.1300010681152,4407751,57.1190948486328
"103",62.0699996948242,62.75,59.810001373291,60.1199989318848,4058210,56.175365447998
"104",59.3800010681152,59.3800010681152,56.7000007629395,56.7000007629395,3864580,52.9797630310059
"105",59.1800003051758,59.689998626709,57.6599998474121,59.439998626709,2304131,55.539981842041
"106",60.0200004577637,63.8800010681152,59.5900001525879,63.7000007629395,3938126,59.5204772949219
"107",65.4100036621094,68.5299987792969,64.5999984741211,68.4100036621094,5333349,63.921443939209
"108",68.4100036621094,73.7099990844727,65.8899993896484,71.9800033569336,6944413,67.2572021484375
"109",75.3000030517578,80.9800033569336,74.8600006103516,80.9800033569336,9357529,75.6666870117188
"110",80.5,84.9499969482422,78.5999984741211,81.9100036621094,6926062,76.5356674194336
"111",82.5,85.0800018310547,74.6500015258789,75.6699981689453,7255504,70.7050933837891
"112",77.3499984741211,80,73.6699981689453,74.9599990844727,4459277,70.0416717529297
"113",71.3499984741211,73.7399978637695,67.0599975585938,67.0599975585938,6610324,62.6600074768066
"114",65.9899978637695,71.8399963378906,65.1999969482422,66.9499969482422,5584757,62.5572319030762
"115",64.75,68.4300003051758,63.4500007629395,68,3675595,63.5383453369141
