"","RNO.PA.Open","RNO.PA.High","RNO.PA.Low","RNO.PA.Close","RNO.PA.Volume","RNO.PA.Adjusted"
"145",25.2099990844727,25.4300003051758,24.6900005340576,25.1949996948242,1622692,22.9493560791016
"146",25.0550003051758,25.3600006103516,24.5949993133545,24.8050003051758,1745401,22.5941181182861
"147",24.2800006866455,24.5,23.9050006866455,23.9850006103516,1661453,21.8472061157227
"148",23.3999996185303,24.0949993133545,21.7600002288818,21.7649993896484,4361679,19.8250732421875
"149",21.8999996185303,22.3199996948242,20,20.0550003051758,4129950,18.2674865722656
"150",20.2099990844727,21.0900001525879,19.6700000762939,20.9950008392334,3025401,19.1237049102783
"151",21.2999992370605,22.5149993896484,21.2700004577637,22.4200000762939,2712228,20.4216938018799
"152",22.5949993133545,23.2950000762939,22.4950008392334,22.9449996948242,2060369,20.8999004364014
"153",22.8500003814697,23.1650009155273,22.2900009155273,22.4699993133545,1764898,20.4672374725342
"154",22.3199996948242,22.7950000762939,22.1299991607666,22.7600002288818,1447089,20.7313899993896
"155",23.1399993896484,24.1399993896484,23.0200004577637,24.0799999237061,2200653,21.9337387084961
"156",24.3500003814697,25.2900009155273,24.3500003814697,25.0699996948242,2816165,22.8354969024658
"157",24.9599990844727,25.7000007629395,24.5300006866455,25.2849998474121,1889570,23.0313339233398
"158",25.1000003814697,25.4249992370605,24.5650005340576,24.5799999237061,1380988,22.3891716003418
"159",24.5750007629395,24.6100006103516,23.7999992370605,24.4400005340576,1514529,22.2616500854492
"160",24.3549995422363,24.6550006866455,23.8649997711182,24.2849998474121,875857,22.1204643249512
"161",24.0300006866455,24.6849994659424,23.7350006103516,24.0200004577637,1129231,21.8790874481201
"162",23.9300003051758,24.3799991607666,23.75,24.3799991607666,993804,22.206995010376
"163",23.8700008392334,23.9599990844727,23.0499992370605,23.1949996948242,1709330,21.1276168823242
"164",23.3799991607666,23.4850006103516,22.5699996948242,23.0349998474121,1625055,20.9818782806396
"165",23.2999992370605,24.5049991607666,23.1849994659424,24.5049991607666,2040793,22.3208560943604
"166",24.6499996185303,25.2000007629395,24.5249996185303,24.5400009155273,1701597,22.3527374267578
"167",24.4500007629395,24.8899993896484,24.2399997711182,24.4449996948242,1055469,22.2662029266357
"168",24.4750003814697,24.7999992370605,24.2150001525879,24.2700004577637,1287741,22.106803894043
"169",24.3899993896484,24.5499992370605,23.9099998474121,24.1450004577637,1132735,21.9929447174072
"170",24.3199996948242,25.4799995422363,23.8400001525879,23.8400001525879,2469507,21.7151279449463
"171",24.0849990844727,24.1450004577637,22.3050003051758,22.7749996185303,2654523,20.7450523376465
"172",22.8799991607666,23.0799999237061,22.375,22.6749992370605,2268349,20.6539630889893
"173",22.9750003814697,24.1049995422363,22.9549999237061,23.4050006866455,2540273,21.3189010620117
"174",23.2649993896484,24.9599990844727,23.1299991607666,24.4500007629395,3314414,22.2707595825195
"175",24.8649997711182,25.5900001525879,24.7999992370605,25.1599998474121,2080984,22.9174766540527
"176",25.25,25.6200008392334,24.4599990844727,25.1499996185303,2261014,22.9083671569824
"177",25.3199996948242,25.4750003814697,24.75,25.2700004577637,1628443,23.017671585083
"178",25.2099990844727,25.4150009155273,24.8199996948242,24.8999996185303,1388010,22.6806488037109
"179",24.7000007629395,24.8600006103516,24.3150005340576,24.4599990844727,1652992,22.2798671722412
"180",24.8400001525879,25.0100002288818,24.4799995422363,24.6800003051758,1166437,22.4802589416504
"181",24.7049999237061,24.8899993896484,23.8999996185303,24.0499992370605,1828420,21.9064121246338
"182",24.0149993896484,24.0900001525879,23.2099990844727,23.6299991607666,1594736,21.5238456726074
"183",23.0799999237061,23.7350006103516,22.7649993896484,23.5849990844727,1635234,21.4828548431396
"184",23.5849990844727,23.5849990844727,22.6299991607666,22.6350002288818,2834463,20.6175289154053
"185",22.3400001525879,22.3500003814697,20.8649997711182,20.8799991607666,3544256,19.0189552307129
"186",21.0100002288818,21.8500003814697,20.7350006103516,21.4349994659424,2064940,19.524486541748
"187",21.8050003051758,22.6149997711182,21.4050006866455,22.1650009155273,2668556,20.1894226074219
"188",21.4799995422363,22.5349998474121,21.2150001525879,22.0849990844727,2469418,20.1165523529053
"189",22,22.3050003051758,21.2900009155273,21.5650005340576,2088828,19.6429004669189
"190",22.125,23.2000007629395,22.1100006103516,23.1000003814697,2425274,21.0410861968994
"191",22.9200000762939,22.9750003814697,22.0400009155273,22.2399997711182,1729702,20.2577381134033
"192",21.9500007629395,22.4699993133545,21.6200008392334,22.1949996948242,2054808,20.2167472839355
"193",22.3549995422363,22.4249992370605,21.1749992370605,21.1749992370605,1995867,19.2876605987549
"194",21,21.4950008392334,20.7199993133545,21.1900005340576,2007302,19.3013248443604
"195",21.6000003814697,21.9349994659424,21.4200000762939,21.7800006866455,1707171,19.838737487793
"196",21.9950008392334,22.8700008392334,21.8850002288818,22.8700008392334,1997258,20.8315849304199
"197",22.6700000762939,23.375,22.3649997711182,23.375,1710197,21.2915744781494
"198",23.3999996185303,23.7800006866455,23.1599998474121,23.5699996948242,1804546,21.4691925048828
"199",23.5699996948242,23.7350006103516,22.5200004577637,22.7800006866455,1698235,20.7496070861816
"200",22.8050003051758,23.3250007629395,22.7000007629395,22.9699993133545,1391018,20.9226722717285
"201",22.8549995422363,22.9200000762939,22.25,22.3700008392334,1130070,20.3761520385742
"202",22.3700008392334,23.1700000762939,22.2849998474121,23.1450004577637,1827470,21.0820751190186
"203",22.5799999237061,22.8099994659424,22.0799999237061,22.6900005340576,1980409,20.6676292419434
"204",23.0799999237061,24.2250003814697,23,23.8649997711182,3687344,21.7378997802734
"205",23.9300003051758,24.1650009155273,23.1450004577637,23.8050003051758,1200213,21.6832466125488
"206",23.3449993133545,24.4200000762939,23.0849990844727,24.2000007629395,2338580,22.043041229248
"207",24.4300003051758,24.9799995422363,24.2999992370605,24.3950004577637,2420250,22.2206611633301
"208",24.125,24.9899997711182,23.5849990844727,24.8899993896484,1967494,22.6715412139893
"209",25.1049995422363,25.5200004577637,24.4050006866455,24.7700004577637,1876371,22.5622367858887
"210",24.0949993133545,25.4249992370605,23.9400005340576,24.3500003814697,2249331,22.1796703338623
"211",24.2999992370605,24.3649997711182,22.7450008392334,22.7450008392334,2689722,20.7177276611328
"212",21.8899993896484,21.8899993896484,20.8150005340576,20.9349994659424,4110899,19.0690517425537
"213",20.8400001525879,21.5149993896484,20.3700008392334,21.1149997711182,3314243,19.2330093383789
"214",20.8199996948242,21.4449996948242,20.7700004577637,21.2549991607666,1716572,19.3605289459229
"215",21.4850006103516,21.6550006866455,20.8299999237061,21.5049991607666,2410577,19.5882472991943
"216",21.8500003814697,23.0249996185303,21.8299999237061,22.9599990844727,2691928,20.9135608673096
"217",22.2150001525879,23.1550006866455,21.9249992370605,22.8999996185303,2222703,20.8589096069336
"218",23.0799999237061,23.4500007629395,22.4799995422363,23.4500007629395,1955392,21.3598899841309
"219",23.3099994659424,23.7800006866455,22.625,22.7099990844727,2130475,20.6858444213867
"220",23.2900009155273,26.3099994659424,23.0450000762939,26.1399993896484,6220418,23.8101291656494
"221",25.9799995422363,28.2000007629395,25.7849998474121,27.8150005340576,4730755,25.3358345031738
"222",27.7999992370605,28.5400009155273,27.1550006866455,27.2399997711182,2709647,24.812084197998
"223",26.7549991607666,27.9599990844727,26.3999996185303,27.4449996948242,2085454,24.9988098144531
"224",27.4750003814697,29.1749992370605,27.375,29.0200004577637,3211908,26.4334335327148
"225",29.5650005340576,31.3500003814697,29.3500003814697,29.8050003051758,4405737,27.1484642028809
"226",30,30.5900001525879,29.0699996948242,29.9599990844727,2293936,27.2896480560303
"227",30.0249996185303,31.4799995422363,29.9400005340576,31.3700008392334,2794704,28.5739784240723
"228",31.0349998474121,31.6049995422363,30.75,31.1450004577637,2200219,28.3690319061279
"229",31.1399993896484,31.4650001525879,30.5349998474121,30.8500003814697,1765314,28.1003246307373
"230",31.2600002288818,32.4799995422363,31.2600002288818,32.1699981689453,2468574,29.3026695251465
"231",32.7750015258789,34.6549987792969,32.7000007629395,34.3800010681152,3861552,31.3156929016113
"232",34.9850006103516,35.4799995422363,33.560001373291,34.4550018310547,2665992,31.38401222229
"233",34.4550018310547,34.4550018310547,33.4900016784668,33.6549987792969,1630193,30.6553115844727
"234",33.5,34.4150009155273,33.2050018310547,34.1150016784668,1620850,31.0743141174316
"235",33.7299995422363,34.2649993896484,33.1399993896484,33.3549995422363,3777546,30.3820514678955
"236",33.5149993896484,34.3400001525879,33.2849998474121,34.2350006103516,1653435,31.1836166381836
"237",33.9500007629395,34.8950004577637,33.8400001525879,34.7299995422363,1701689,31.6344985961914
"238",34.5999984741211,35.0149993896484,33.9799995422363,34.6800003051758,1581114,31.5889568328857
"239",34.7050018310547,35.9300003051758,34.5400009155273,35.7150001525879,2189278,32.5317039489746
"240",35.5,35.8499984741211,35.1650009155273,35.6699981689453,1441020,32.4907112121582
"241",35.3800010681152,35.9150009155273,34.8849983215332,35.1749992370605,1462061,32.0398292541504
"242",35.8050003051758,37.2249984741211,35.7099990844727,36.5149993896484,2869615,33.2603988647461
"243",36.5149993896484,36.8800010681152,35.4700012207031,36.3549995422363,2207529,33.1146621704102
"244",36.2900009155273,36.6349983215332,34.9550018310547,35.0849990844727,1947461,31.9578552246094
"245",35.4799995422363,36.6349983215332,35.4799995422363,35.7350006103516,1808091,32.549919128418
"246",35.7999992370605,36.8849983215332,35.625,36.7949981689453,1683816,33.5154418945312
"247",37,37.7099990844727,36.6450004577637,36.6749992370605,1840194,33.4061393737793
"248",36.9199981689453,37.2999992370605,36.3499984741211,36.5800018310547,1260784,33.3196067810059
"249",36.3549995422363,37.125,36.1100006103516,36.1599998474121,2536569,32.9370422363281
"250",34.3950004577637,35.25,33.5099983215332,35.1199989318848,2719642,31.9897365570068
"251",35.3950004577637,36.2050018310547,35.3199996948242,35.7949981689453,1158992,32.6045684814453
"252",36.0950012207031,36.8349990844727,35.7700004577637,36.6800003051758,1289962,33.4106941223145
"253",36.9000015258789,37.1199989318848,36.0849990844727,36.5999984741211,379437,33.3378219604492
"254",37.1949996948242,37.2700004577637,36.1100006103516,36.1100006103516,849414,32.8914947509766
"255",36.2599983215332,36.7400016784668,35.8349990844727,36.2550010681152,990079,33.0235748291016
"256",36.0550003051758,36.3650016784668,35.8650016784668,35.9449996948242,678949,32.7411994934082
"257",35.7299995422363,36.0900001525879,35.439998626709,35.7599983215332,365507,32.5726890563965
"258",36.1949996948242,36.7099990844727,35.4599990844727,35.7599983215332,1308238,32.5726890563965
"259",36,37.2849998474121,35.7999992370605,36.5699996948242,2220980,33.3104972839355
"260",37.2000007629395,38.1049995422363,36.5750007629395,36.6399993896484,2915873,33.3742561340332
"261",37.0349998474121,38.5,36.5,38.1650009155273,2517896,34.7633323669434
"262",38.689998626709,38.7000007629395,36.25,36.6399993896484,2789329,33.3742561340332
"263",36.5,36.5,35.1949996948242,36.2649993896484,2238445,33.0326843261719
"264",36.3849983215332,37.1300010681152,36.3199996948242,36.8950004577637,1967937,33.6065292358398
"265",36.9199981689453,37.0400009155273,35.6800003051758,35.814998626709,1730216,32.6227874755859
"266",35.3549995422363,36.4500007629395,34.1199989318848,35.4300003051758,3178436,32.2721061706543
"267",34.7999992370605,35.1500015258789,33.0149993896484,34.0699996948242,3798492,31.0333213806152
"268",33.7299995422363,34.814998626709,33.3699989318848,34.6300010681152,1678341,31.5434093475342
"269",34.9799995422363,35.1599998474121,34.0149993896484,34.1800003051758,1616407,31.1335163116455
"270",34.3199996948242,35.2150001525879,34.3199996948242,34.814998626709,1323376,31.7119216918945
"271",35.2849998474121,35.5099983215332,34.8450012207031,35.25,1410956,32.1081504821777
"272",34.8499984741211,34.9850006103516,33.9900016784668,34.4199981689453,1421516,31.3521251678467
"273",34.5800018310547,35.1349983215332,32.814998626709,32.9550018310547,2161801,30.0177040100098
"274",32.9449996948242,34.4300003051758,32.6399993896484,34.0250015258789,1495722,30.9923324584961
"275",33.9850006103516,34.4949989318848,33.3300018310547,34.2200012207031,1860915,31.1699542999268
"276",33.6699981689453,35.8600006103516,33.1199989318848,35.4000015258789,2313690,32.2447776794434
"277",34.8050003051758,35.8800010681152,34.2550010681152,35.2400016784668,2124026,32.0990447998047
"278",35.7299995422363,35.7999992370605,34.7449989318848,35.0349998474121,1238333,31.9123096466064
"279",35.4749984741211,36.2200012207031,35.4749984741211,35.9799995422363,1663997,32.7730827331543
"280",36.4049987792969,38.0499992370605,36.4000015258789,37.6949996948242,2492435,34.3352203369141
"281",37.9150009155273,38.5449981689453,37.5449981689453,38.3549995422363,1671193,34.9363975524902
"282",38.8950004577637,40.7400016784668,38.8899993896484,40.3600006103516,3286354,36.7626953125
"283",40.1949996948242,40.939998626709,40,40.439998626709,1541021,36.8355598449707
"284",40.1800003051758,40.2999992370605,38.9599990844727,39.7700004577637,1565123,36.2252807617188
"285",39.4949989318848,40.2949981689453,39.1399993896484,39.2599983215332,1243761,35.7607345581055
"286",39.2550010681152,39.939998626709,39.1800003051758,39.3899993896484,695427,35.879150390625
"287",39.1049995422363,39.7050018310547,38.5699996948242,39.3400001525879,896084,35.8336029052734
"288",39.5800018310547,39.8849983215332,38.8549995422363,39.4500007629395,1095211,35.9338035583496
"289",39.4099998474121,40.185001373291,39,39.9150009155273,966521,36.3573532104492
"290",39.9000015258789,40.2449989318848,39.2150001525879,39.4900016784668,1128070,35.9702377319336
"291",39.4000015258789,40.1349983215332,39.2799987792969,39.7999992370605,1219018,36.2526054382324
"292",38.3499984741211,38.810001373291,36.4000015258789,38.0349998474121,3547590,34.6449203491211
"293",37.3499984741211,37.3950004577637,36.2400016784668,36.8849983215332,2130721,33.5974197387695
"294",37.1800003051758,37.7999992370605,36.5050010681152,36.7099990844727,1913758,33.4380149841309
"295",36.5349998474121,37.2900009155273,36.3199996948242,36.9650001525879,1179914,33.6702919006348
"296",37.4000015258789,38.1500015258789,37.125,37.3549995422363,1211019,34.0255317687988
"297",36.5999984741211,37.439998626709,36.4000015258789,37.125,1607991,33.8160285949707
"298",37.8950004577637,38.0999984741211,37.3950004577637,37.6349983215332,1057967,34.2805671691895
"299",37.6450004577637,37.9550018310547,37.2150001525879,37.4199981689453,909012,34.0847320556641
"300",38.4500007629395,39.7200012207031,38.4500007629395,39.3699989318848,2178269,35.8609275817871
"301",38.814998626709,39.4449996948242,38.1800003051758,39.1749992370605,1576880,35.6833076477051
